price,model_year,milage,brand,model,fuel_type,accident,clean_title,transmission_group,engine_liters,engine_cylinders,ext_color_group,int_color_group
68995.0,2022,15600.0,Ford,Bronco Wildtrak Advanced,Gasoline,At least 1 accident or damage reported,Yes,Other,2.7,6.0,Gray,Other
81900.0,2021,22400.0,Lexus,LC 500 Base,Gasoline,None reported,Yes,Automatic,5.0,8.0,White,Red
31900.0,2015,89150.0,Lexus,LS 460 Crafted Line,Gasoline,None reported,Yes,Automatic,4.6,8.0,White,Black
81000.0,2023,15000.0,BMW,M4 Base,Gasoline,None reported,Unknown,Manual,3.5,6.0,Blue,Orange
25000.0,2018,49500.0,Audi,A3 2.0T Tech Premium,Gasoline,None reported,Yes,Automatic,2.0,4.0,Blue,Gray
13850.0,2003,126000.0,Audi,S8 4.2 quattro,Gasoline,Unknown,Unknown,Other,4.2,8.0,Gray,Black
15550.0,2015,85385.0,Volkswagen,Golf GTI 2.0T Autobahn 4-Door,Gasoline,None reported,Yes,Manual,2.0,4.0,Gray,Black
123999.0,2023,3000.0,Cadillac,Escalade Sport,Diesel,None reported,Yes,Automatic,3.0,6.0,White,Brown
19190.0,2018,66126.0,Hyundai,Tucson SE,Gasoline,None reported,Unknown,Automatic,2.0,4.0,White,Gray
35000.0,2023,1075.0,Toyota,GR86 Premium,Gasoline,None reported,Yes,Manual,2.4,4.0,White,Black
98900.0,2023,2489.0,Ford,Bronco Raptor,Gasoline,None reported,Unknown,Automatic,3.0,6.0,White,Black
28500.0,2021,25000.0,Hyundai,Santa Fe SEL,Gasoline,None reported,Yes,Automatic,2.5,4.0,Black,Gray
20900.0,2017,92000.0,Nissan,Armada Platinum,Gasoline,None reported,Yes,Automatic,5.6,8.0,Black,Black
14500.0,2008,123500.0,Lexus,GX 470 Base,Gasoline,At least 1 accident or damage reported,Yes,Automatic,4.7,8.0,White,Gray
12000.0,2013,105000.0,Cadillac,CTS Premium,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.6,6.0,Black,Black
63000.0,2008,49000.0,Audi,R8 Base,Gasoline,None reported,Yes,Manual,4.2,8.0,Black,Black
47598.0,2020,28357.0,Jaguar,F-PACE S,Gasoline,None reported,Unknown,Automatic,3.0,6.0,Black,Black
32000.0,2018,81000.0,Chevrolet,Silverado 1500 1LT,E85 Flex Fuel,None reported,Yes,Automatic,4.3,6.0,Red,Gray
52000.0,2021,45000.0,Ford,Expedition Limited,Gasoline,None reported,Yes,Other,3.5,6.0,Gray,Black
16000.0,2011,173456.0,Toyota,Sequoia Platinum,E85 Flex Fuel,At least 1 accident or damage reported,Yes,Automatic,5.7,8.0,Black,Gray
60000.0,2021,13700.0,BMW,M440 i,Hybrid,Unknown,Unknown,Automatic,3.0,6.0,Black,Beige
42500.0,2019,93400.0,Audi,A8 L 55,Hybrid,None reported,Yes,Automatic,3.0,6.0,Silver,Brown
18200.0,2015,90000.0,Toyota,Avalon XLE,Gasoline,None reported,Yes,Automatic,3.5,6.0,White,Beige
32000.0,2017,40600.0,Porsche,Macan Base,Gasoline,None reported,Yes,Automatic,2.0,4.0,Gray,Black
47124.0,2023,20121.0,Lexus,IS 350 F Sport,Gasoline,None reported,Yes,Automatic,3.5,6.0,Gray,Red
175000.0,2020,3921.0,Mercedes-Benz,Metris Base,Gasoline,None reported,Yes,Automatic,2.0,4.0,Black,White
10400.0,2011,187450.0,Lexus,RX 350 Base,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.5,6.0,Silver,Beige
68000.0,2021,6400.0,Toyota,Supra A91 Edition,Gasoline,None reported,Yes,Other,3.0,6.0,Gray,Black
37995.0,2017,54500.0,Mercedes-Benz,AMG C 43 Base 4MATIC,Gasoline,None reported,Yes,Automatic,3.0,6.0,White,Black
42000.0,2017,78500.0,BMW,X6 xDrive50i,Gasoline,At least 1 accident or damage reported,Yes,Automatic,4.4,8.0,Red,Brown
36000.0,2018,75000.0,Chevrolet,Tahoe LT,Gasoline,None reported,Yes,Automatic,5.3,8.0,Silver,Black
42500.0,2014,89988.0,Ford,F-150 SVT Raptor,Gasoline,At least 1 accident or damage reported,Yes,Automatic,6.2,8.0,Red,Red
7100.0,2005,107000.0,Subaru,Outback 3.0 R VDC Limited,Gasoline,None reported,Yes,Automatic,3.0,6.0,Beige,Beige
28500.0,2019,21400.0,Alfa,Romeo Giulia Ti,Gasoline,None reported,Yes,Automatic,2.0,4.0,White,Black
6950.0,2007,83150.0,Mazda,CX-7 Grand Touring,Gasoline,None reported,Yes,Automatic,2.3,4.0,White,Beige
36500.0,2018,92000.0,Ford,F-150 Platinum,Diesel,At least 1 accident or damage reported,Yes,Automatic,3.0,6.0,Black,Black
54599.0,2021,15042.0,Mercedes-Benz,GLE 350 Base 4MATIC,Gasoline,None reported,Unknown,Automatic,2.0,4.0,Gray,Other
35000.0,2017,39000.0,Audi,A7 3.0T Premium Plus,Gasoline,At least 1 accident or damage reported,Yes,Other,3.0,6.0,Black,Black
46500.0,2017,67483.0,RAM,2500 Laramie,Gasoline,At least 1 accident or damage reported,Yes,Automatic,6.4,8.0,Brown,Beige
29975.0,2015,62089.0,Tesla,Model S 70D,Unknown,None reported,Yes,Automatic,3.5,6.0,Black,Beige
53500.0,2017,54300.0,Audi,S8 4.0T Plus,Gasoline,None reported,Yes,Automatic,4.0,8.0,Black,Black
29000.0,2022,30565.0,Hyundai,Sonata Hybrid Limited,Hybrid,None reported,Yes,Automatic,2.0,4.0,Gray,Black
22000.0,2016,142666.0,Audi,A8 L 4.0T,Gasoline,At least 1 accident or damage reported,Yes,Automatic,4.0,8.0,Black,Black
6999.0,2009,166200.0,Ford,Ranger Sport SuperCab,Gasoline,At least 1 accident or damage reported,Yes,Automatic,4.0,6.0,Blue,Gray
19977.0,2015,88977.0,INFINITI,Q50 Hybrid Premium,Hybrid,At least 1 accident or damage reported,Yes,Automatic,3.5,6.0,Gray,Black
20990.0,2011,114890.0,BMW,M3 Base,Gasoline,None reported,Yes,Other,4.0,8.0,White,Beige
4750.0,2009,171000.0,Mercedes-Benz,E-Class E 350 4MATIC,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.5,6.0,Black,Black
28590.0,2019,90067.0,Ford,Explorer sport,Gasoline,None reported,Unknown,Automatic,3.5,6.0,Black,Black
15000.0,2014,97579.0,Chevrolet,Camaro 1LT,Gasoline,At least 1 accident or damage reported,Yes,Other,3.6,6.0,Black,Black
20500.0,2017,52000.0,Mazda,MX-5 Miata RF Grand Touring,Gasoline,At least 1 accident or damage reported,Yes,Manual,2.0,4.0,Black,Black
38405.0,2021,25968.0,Jeep,Grand Cherokee L Limited,Gasoline,None reported,Unknown,Automatic,3.6,6.0,Other,Black
17495.0,2016,41680.0,MINI,Hardtop Cooper S,Gasoline,None reported,Yes,Automatic,2.0,4.0,Silver,Black
7500.0,2002,77200.0,Saab,9-3 SE,Gasoline,None reported,Yes,Manual,2.0,4.0,Black,Beige
43000.0,2019,50000.0,BMW,X5 xDrive40i,Gasoline,None reported,Yes,Automatic,3.0,6.0,Blue,Beige
58998.0,2021,21613.0,Porsche,Macan,Gasoline,None reported,Unknown,Automatic,2.0,6.0,White,Other
39998.0,2022,17377.0,Audi,Q3 S line Premium Plus,Gasoline,None reported,Unknown,Automatic,2.0,6.0,White,White
29645.0,2020,30426.0,GMC,Acadia SLE,Gasoline,Unknown,Unknown,Automatic,2.5,4.0,Black,Black
6500.0,2005,153000.0,Audi,allroad 2.7T,Gasoline,At least 1 accident or damage reported,Yes,Manual,2.7,6.0,Blue,Blue
23000.0,2004,56600.0,Mercury,Marauder Base,Gasoline,None reported,Yes,Other,4.6,8.0,Silver,Black
12700.0,2015,116612.0,Hyundai,Genesis 3.8,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.8,6.0,White,White
30000.0,2018,72000.0,Audi,SQ5 3.0T Premium Plus,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.0,6.0,Blue,Black
50000.0,2019,39000.0,Audi,A8 L 55,Hybrid,None reported,Yes,Automatic,3.0,6.0,Black,Brown
10099.0,2008,149000.0,Lincoln,Navigator Base,Gasoline,None reported,Yes,Automatic,5.4,8.0,Beige,Beige
64000.0,2018,19300.0,BMW,M4 Base,Gasoline,None reported,Yes,Manual,3.0,6.0,White,Silver
36969.0,2021,27836.0,Mazda,CX-9 Carbon Edition,Gasoline,None reported,Yes,Automatic,2.5,4.0,Gray,Red
78999.0,2023,3273.0,Chevrolet,Corvette Stingray w/1LT,Gasoline,None reported,Yes,Other,6.2,8.0,Black,Red
36000.0,2017,74349.0,Ford,F-150 Lariat,Gasoline,None reported,Yes,Automatic,3.5,6.0,White,Other
55000.0,2019,85000.0,Ford,F-250 Lariat,Diesel,At least 1 accident or damage reported,Yes,Automatic,6.7,8.0,White,Black
259500.0,2022,2250.0,Ferrari,Roma Base,Gasoline,None reported,Yes,Automatic,3.9,8.0,Gray,Blue
33000.0,2017,46100.0,Mercedes-Benz,GLS 450 Base 4MATIC,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.0,6.0,Black,Beige
28000.0,2019,49500.0,Hyundai,Santa Fe SEL Plus 2.4,Gasoline,None reported,Yes,Automatic,2.4,4.0,Silver,Gray
23500.0,2012,31130.0,Mercedes-Benz,E-Class E 350,Gasoline,None reported,Yes,Automatic,3.5,6.0,Black,Black
12240.0,2008,149460.0,Ford,F-250 XLT SuperCab Super Duty,Diesel,At least 1 accident or damage reported,Yes,Automatic,6.4,8.0,Blue,Gray
15500.0,2003,90000.0,Mercury,Marauder Base,Gasoline,At least 1 accident or damage reported,Yes,Automatic,4.6,8.0,Blue,Beige
57000.0,2021,48000.0,Ford,Transit-350 XLT,E85 Flex Fuel,None reported,Yes,Automatic,3.5,6.0,White,Gray
15500.0,2013,98000.0,Mercedes-Benz,C-Class C 300 4MATIC Sport,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.5,6.0,White,Beige
38698.0,2022,18655.0,Volkswagen,Arteon SEL R-Line,Gasoline,None reported,Unknown,Automatic,2.0,6.0,White,Black
24950.0,2006,60000.0,Chevrolet,Suburban 2500 LS,Gasoline,At least 1 accident or damage reported,Yes,Automatic,8.1,8.0,Brown,Brown
15000.0,2014,169500.0,Chevrolet,Suburban 1500 LT,E85 Flex Fuel,None reported,Yes,Automatic,5.3,8.0,Purple,Brown
6000.0,2008,189500.0,Mitsubishi,Eclipse GS,Gasoline,None reported,Yes,Manual,2.4,4.0,Red,Black
68500.0,2016,91000.0,Toyota,Land Cruiser Base,Gasoline,None reported,Yes,Automatic,5.7,8.0,Black,Brown
41299.0,2022,7396.0,Genesis,G80 2.5T,Gasoline,None reported,Unknown,Automatic,2.5,4.0,Black,Black
8250.0,2004,229450.0,Toyota,Tundra SR5 Access Cab,Gasoline,None reported,Yes,Automatic,4.7,8.0,Gray,Gray
125900.0,2023,8603.0,Maserati,Quattroporte Modena Q4,Gasoline,None reported,Unknown,Automatic,3.0,6.0,Other,Beige
44900.0,2014,49098.0,Audi,RS 5 4.2,Gasoline,At least 1 accident or damage reported,Yes,Other,4.2,8.0,White,Black
28906.0,2022,21212.0,Nissan,Rogue S,Gasoline,None reported,Unknown,CVT,1.5,3.0,Other,Black
28600.0,2010,62743.0,Porsche,Panamera 4S,Gasoline,None reported,Yes,Other,4.8,8.0,Silver,Gray
49999.0,2021,24300.0,BMW,M440 i xDrive,Hybrid,None reported,Yes,Automatic,3.0,6.0,Gray,Beige
19500.0,2010,104000.0,Cadillac,Escalade Premium,E85 Flex Fuel,None reported,Yes,Automatic,6.2,8.0,Gray,Other
27800.0,2020,46250.0,Volvo,S60 T6 Momentum,Gasoline,At least 1 accident or damage reported,Yes,Automatic,2.0,4.0,White,Black
40655.0,2023,1930.0,Mazda,CX-9 Touring Plus,Gasoline,At least 1 accident or damage reported,Yes,Automatic,2.5,4.0,Black,Black
35850.0,2022,61494.0,Chrysler,Pacifica Hybrid Touring L,Hybrid,None reported,Unknown,CVT,3.6,6.0,White,Black
35273.0,2020,24040.0,Jeep,Wrangler Unlimited Sport,Gasoline,None reported,Yes,Automatic,2.0,4.0,Black,Black
4300.0,2001,231581.0,Toyota,Highlander Base,Gasoline,None reported,Yes,Automatic,3.0,6.0,Beige,Beige
38500.0,2019,81000.0,Ford,F-150 Lariat,Gasoline,None reported,Yes,Automatic,3.5,6.0,Gray,Black
115000.0,1974,6217.0,Ford,Bronco,–,None reported,Yes,Other,3.5,6.0,Gray,Other
44998.0,2022,23568.0,Land,Rover Discovery Sport S R-Dynamic,Gasoline,None reported,Unknown,Automatic,2.0,6.0,Red,Black
18000.0,2020,78700.0,Mazda,Mazda6 Touring,Gasoline,None reported,Yes,Automatic,2.5,4.0,White,Black
11900.0,2015,109580.0,Kia,Optima EX,Gasoline,At least 1 accident or damage reported,Yes,Automatic,2.4,4.0,Red,Black
4500.0,2009,178000.0,Lexus,RX 350 Base,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.5,6.0,Gray,Gray
11970.0,2016,131193.0,Mitsubishi,Outlander Sport 2.4 SE,Gasoline,None reported,Yes,CVT,2.4,4.0,Black,Black
25900.0,2017,106000.0,Mercedes-Benz,GLS 450 Base 4MATIC,Gasoline,None reported,Yes,Automatic,3.0,6.0,White,Black
27500.0,2019,28211.0,Audi,A3 2.0T Premium,Gasoline,At least 1 accident or damage reported,Yes,Other,2.0,4.0,Gray,Black
14998.0,2015,91403.0,Audi,A4 2.0T Premium,E85 Flex Fuel,None reported,Unknown,Automatic,2.0,4.0,Silver,Gray
16800.0,2016,88600.0,Mercedes-Benz,CLA-Class CLA 250,Gasoline,At least 1 accident or damage reported,Yes,Automatic,2.0,4.0,Black,Black
22450.0,2011,84900.0,INFINITI,FX50 Base,Gasoline,Unknown,Unknown,Automatic,5.0,8.0,Silver,Black
28998.0,2021,11154.0,Kia,K5 EX,Gasoline,None reported,Unknown,Automatic,1.6,4.0,White,Black
30750.0,2018,45090.0,BMW,X5 eDrive xDrive40e,Plug-In Hybrid,At least 1 accident or damage reported,Yes,Automatic,2.0,4.0,Gray,Black
11900.0,2003,33272.0,Mercedes-Benz,SLK-Class SLK230 Kompressor,Gasoline,At least 1 accident or damage reported,Yes,Automatic,2.3,4.0,Red,Gray
12499.0,2003,71000.0,Jeep,Wrangler SE,Gasoline,None reported,Yes,Manual,2.4,4.0,Red,Gray
36500.0,2020,55400.0,Kia,Telluride SX,Gasoline,Unknown,Unknown,Automatic,3.8,6.0,Green,White
14490.0,2012,141525.0,Land,Rover LR4 Lux,Gasoline,None reported,Yes,Automatic,5.0,8.0,Black,Black
21900.0,2007,50000.0,Jaguar,XKR Base,Gasoline,At least 1 accident or damage reported,Yes,Other,4.2,8.0,Black,Beige
71995.0,2020,29140.0,BMW,M4 Base,Gasoline,None reported,Yes,Manual,3.0,6.0,Orange,Orange
56900.0,2022,9000.0,BMW,M340 i xDrive,Hybrid,None reported,Yes,Automatic,3.0,6.0,White,Red
83598.0,2021,5595.0,Mercedes-Benz,AMG GLE 53 AMG GLE 53,Hybrid,None reported,Unknown,Automatic,3.0,6.0,White,Black
48190.0,2022,34121.0,RAM,1500 Laramie,Gasoline,None reported,Unknown,Automatic,5.7,8.0,Other,Black
35999.0,2013,36750.0,BMW,ALPINA B7 Base,Gasoline,None reported,Yes,Automatic,4.4,8.0,Black,Black
12000.0,2007,49626.0,Mercedes-Benz,C-Class C280 4MATIC,Gasoline,None reported,Yes,Automatic,3.0,6.0,White,Other
16500.0,2017,45000.0,Jeep,Compass High Altitude,Gasoline,At least 1 accident or damage reported,Yes,Automatic,2.4,4.0,White,Beige
36000.0,2019,69350.0,Toyota,Highlander Hybrid XLE,Hybrid,None reported,Yes,Automatic,3.5,6.0,Black,Gray
98900.0,2022,8307.0,BMW,X5 M Base,Gasoline,None reported,Unknown,Automatic,4.4,8.0,Blue,Orange
84645.0,2023,4106.0,BMW,M3 Base,Gasoline,None reported,Yes,Manual,3.0,6.0,Green,Orange
36950.0,1999,184700.0,BMW,M3 Base,Gasoline,None reported,Yes,Manual,3.2,6.0,Blue,Gray
41900.0,2018,57500.0,Maserati,Quattroporte S Q4 GranLusso,Gasoline,None reported,Yes,Automatic,3.0,6.0,White,Brown
39650.0,2021,29000.0,Acura,RDX Advance Package,Gasoline,None reported,Yes,Automatic,2.0,4.0,Black,Black
19000.0,2015,61675.0,Mercedes-Benz,GLA-Class GLA 250 4MATIC,Gasoline,At least 1 accident or damage reported,Yes,Other,2.0,4.0,Gray,Black
45000.0,2021,33300.0,Mercedes-Benz,Sprinter 3500XD High Roof,Diesel,None reported,Yes,Automatic,3.0,6.0,White,Black
17498.0,2014,62950.0,Cadillac,XTS Luxury,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.6,6.0,Silver,Gray
19750.0,2015,56675.0,Chevrolet,Camaro 2LT,Gasoline,None reported,Yes,Other,3.6,6.0,Silver,Black
23000.0,2013,92000.0,Porsche,Cayenne S,Gasoline,None reported,Yes,Automatic,4.8,8.0,Green,Gray
12000.0,2005,96000.0,Dodge,Magnum R/T,Gasoline,At least 1 accident or damage reported,Yes,Automatic,5.7,8.0,Gray,Beige
23000.0,2014,33500.0,INFINITI,Q70 3.7X,Gasoline,None reported,Yes,Automatic,3.7,6.0,Black,Black
112000.0,2020,16754.0,Land,Rover Range Rover SV Autobiography Dynamic SWB,Gasoline,None reported,Yes,Automatic,5.0,8.0,White,White
9250.0,2007,53249.0,Toyota,Camry Hybrid Base,Hybrid,At least 1 accident or damage reported,Yes,Automatic,2.4,4.0,Silver,Gray
12500.0,2016,119000.0,GMC,Acadia SLT-1,Gasoline,None reported,Yes,Automatic,3.6,6.0,Beige,Brown
36999.0,2021,29336.0,Lincoln,Corsair Reserve,Gasoline,None reported,Unknown,Automatic,2.0,4.0,Black,Beige
41000.0,2017,86000.0,RAM,2500 SLT,Diesel,At least 1 accident or damage reported,Yes,Automatic,6.7,6.0,Gray,Gray
40500.0,2014,177000.0,RAM,3500 Laramie,Diesel,At least 1 accident or damage reported,Yes,Automatic,6.7,6.0,Black,Other
15900.0,2013,93500.0,Mercedes-Benz,GL-Class GL 450 4MATIC,Gasoline,At least 1 accident or damage reported,Yes,Automatic,4.6,8.0,Black,Black
54999.0,2018,47700.0,BMW,M5 Base,Gasoline,At least 1 accident or damage reported,Yes,Automatic,4.4,8.0,Red,White
24500.0,2003,97496.0,Ford,Mustang SVT Cobra,Gasoline,Unknown,Unknown,Manual,4.6,8.0,Gray,Gray
26599.0,2022,16120.0,Acura,ILX Premium Package,Gasoline,None reported,Unknown,Automatic,2.4,4.0,Gray,Black
2800.0,2005,147589.0,Buick,Rainier CXL,Gasoline,At least 1 accident or damage reported,Yes,Automatic,4.2,6.0,White,Beige
22000.0,2013,95570.0,Cadillac,Escalade Luxury,E85 Flex Fuel,At least 1 accident or damage reported,Yes,Automatic,6.2,8.0,Black,Black
52000.0,2018,45791.0,Mercedes-Benz,S-Class S 560,Gasoline,None reported,Yes,Automatic,4.0,8.0,Gray,Gray
25950.0,2016,60000.0,INFINITI,QX80 Base,Gasoline,At least 1 accident or damage reported,Yes,Automatic,5.6,8.0,Silver,Beige
18795.0,2019,50000.0,Buick,Encore Preferred,Gasoline,None reported,Yes,Automatic,1.4,4.0,White,Black
43999.0,2019,33481.0,Mercedes-Benz,GLS 450 Base 4MATIC,Gasoline,None reported,Unknown,Automatic,3.0,6.0,Black,Beige
5900.0,2010,107000.0,Jeep,Liberty Limited,Gasoline,None reported,Yes,Automatic,3.7,6.0,Gray,Gray
37000.0,2011,60000.0,Mercedes-Benz,S-Class S 63 AMG,Gasoline,At least 1 accident or damage reported,Yes,Other,5.5,8.0,White,Black
28000.0,2016,55000.0,Audi,A8 L 3.0T,Gasoline,None reported,Yes,Automatic,3.0,6.0,White,Brown
25500.0,2022,4004.0,Mazda,CX-30 2.5 S Select Package,Gasoline,None reported,Yes,Automatic,2.5,4.0,Black,Black
59400.0,2009,57800.0,Bentley,Continental GT Speed,Gasoline,Unknown,Unknown,Automatic,6.0,12.0,Blue,Beige
217950.0,2022,10972.0,Bentley,Continental GT V8,Gasoline,None reported,Yes,Automatic,4.0,8.0,Red,Black
197750.0,2022,27858.0,Bentley,Flying Spur V8,Gasoline,None reported,Yes,Automatic,4.0,8.0,Other,Other
106798.0,2018,31678.0,Porsche,911 Carrera 4S,Gasoline,None reported,Unknown,Other,3.0,6.0,Silver,Other
29950.0,2016,47144.0,Volkswagen,Golf R 4-Door,Gasoline,None reported,Yes,Manual,2.0,4.0,Blue,Black
4000.0,2011,165454.0,Hyundai,Genesis Coupe 3.8 Grand Touring,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.8,6.0,Gray,Black
25500.0,2018,98000.0,Ford,F-150 XLT,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.5,6.0,White,Other
22749.0,2020,39913.0,Hyundai,Tucson Limited,Gasoline,None reported,Unknown,Automatic,2.4,4.0,Black,Beige
12990.0,2013,147191.0,Ford,Mustang V6,Gasoline,At least 1 accident or damage reported,Yes,Automatic,3.7,6.0,Blue,Black
25980.0,2014,53600.0,BMW,435 i,Gasoline,None reported,Yes,Automatic,3.0,6.0,Silver,Black
17000.0,2010,100100.0,Dodge,Challenger R/T,–,None reported,Yes,Other,3.5,6.0,Purple,Black
199995.0,2020,1750.0,Mercedes-Benz,AMG G 63 Base,Gasoline,None reported,Yes,Automatic,4.0,8.0,Blue,Black
104500.0,2020,2750.0,Dodge,Challenger SRT Hellcat,Gasoline,None reported,Yes,Automatic,6.2,8.0,Orange,Black
35500.0,2013,40800.0,Porsche,Boxster Base,Gasoline,None reported,Yes,Automatic,2.7,6.0,Brown,Beige
49500.0,2018,36798.0,Porsche,Macan Base,Gasoline,At least 1 accident or damage reported,Yes,Automatic,2.0,4.0,Gray,Black
49883.0,2021,77699.0,Ford,F-250 XL,Diesel,Unknown,Unknown,Automatic,6.7,8.0,White,Gray
14900.0,2010,87500.0,Ford,Mustang GT,Gasoline,At least 1 accident or damage reported,Yes,Automatic,4.6,8.0,Red,Black
38500.0,2020,93000.0,Chevrolet,Suburban LT,Gasoline,None reported,Yes,Automatic,5.3,8.0,Black,Black
28251.0,2018,41515.0,Mercedes-Benz,C-Class C 300 4MATIC,Gasoline,None reported,Yes,Automatic,2.0,4.0,Black,Black
33242.0,2019,19000.0,RAM,1500 Classic Warlock,E85 Flex Fuel,At least 1 accident or damage reported,Unknown,Automatic,3.6,6.0,Black,Black
76373.0,2023,1539.0,Toyota,Sequoia SR5,Hybrid,At least 1 accident or damage reported,Yes,Automatic,3.4,6.0,Green,Other
68000.0,2018,31090.0,BMW,M5 Base,Gasoline,At least 1 accident or damage reported,Yes,Automatic,4.4,8.0,Green,Black
25099.0,2022,21701.0,Mazda,Mazda3 FWD w/Premium Package,Gasoline,None reported,Unknown,Automatic,2.5,4.0,Red,Black
15998.0,2016,97726.0,Nissan,Rogue SL,Gasoline,At least 1 accident or damage reported,Unknown,Other,2.5,6.0,Other,Black
34000.0,2015,73000.0,Audi,A7 3.0T Prestige,Diesel,None reported,Yes,Automatic,3.0,6.0,White,Gray
31900.0,2020,23600.0,Genesis,G80 3.8,Gasoline,None reported,Yes,Automatic,3.8,6.0,Blue,Gray
166900.0,2016,8755.0,Rolls-Royce,Ghost Base,Gasoline,None reported,Yes,Automatic,6.6,12.0,Black,Black
67900.0,2019,20500.0,BMW,M6 Gran Coupe Base,Gasoline,None reported,Yes,Other,4.4,8.0,Blue,Black
18750.0,2013,57912.0,Ford,Mustang V6,Gasoline,At least 1 accident or damage reported,Yes,Manual,3.7,6.0,Black,Black
18500.0,2009,35000.0,BMW,650 i,Gasoline,None reported,Yes,Automatic,4.8,8.0,Black,Black
29895.0,2023,7089.0,Nissan,Leaf SV PLUS,Unknown,At least 1 accident or damage reported,Yes,Automatic,3.5,6.0,Black,Black
30890.0,2019,35469.0,Lincoln,MKC Reserve,Gasoline,Unknown,Unknown,Automatic,2.3,4.0,Black,Other
46787.0,2022,14676.0,Kia,Telluride EX,Gasoline,None reported,Unknown,Automatic,3.8,6.0,Other,Gray
79999.0,2022,13750.0,Lincoln,Navigator Reserve,Gasoline,None reported,Yes,Automatic,3.5,6.0,White,Beige
62500.0,2015,13300.0,Mercedes-Benz,S-Class S 550 4MATIC,Gasoline,None reported,Yes,Automatic,4.7,8.0,Black,Black
27000.0,2017,117000.0,Chevrolet,Suburban LT,Gasoline,None reported,Yes,Automatic,6.0,8.0,Blue,Beige
50000.0,2020,27100.0,Audi,A7 55 Premium,Hybrid,None reported,Yes,Automatic,3.0,6.0,White,Black
20989.0,2017,89352.0,Ford,Mustang EcoBoost Premium,Gasoline,At least 1 accident or damage reported,Yes,Automatic,2.3,4.0,White,Black
8500.0,2018,100000.0,Chevrolet,Cruze LS,Gasoline,At least 1 accident or damage reported,Yes,Automatic,1.4,4.0,White,Black
75500.0,2020,16000.0,Land,Rover Range Rover HSE SWB,Hybrid,None reported,Yes,Automatic,3.0,6.0,Silver,Black
62999.0,2023,15200.0,Land,Rover Defender S,Gasoline,None reported,Yes,Automatic,2.0,4.0,White,Black
38995.0,2012,39960.0,BMW,650 i,Gasoline,None reported,Yes,Manual,4.4,8.0,White,Brown
13500.0,2008,119000.0,Ford,Mustang Base,Gasoline,At least 1 accident or damage reported,Yes,Automatic,4.0,6.0,White,Black
29998.0,2022,10971.0,Kia,K5 GT-Line,Gasoline,None reported,Unknown,Automatic,1.6,4.0,Red,Black
11500.0,2014,118500.0,Mazda,Mazda3 i Touring,Gasoline,At least 1 accident or damage reported,Yes,Manual,2.0,4.0,Silver,Black
45899.0,2021,8288.0,Kia,Stinger GT1,Gasoline,None reported,Yes,Automatic,3.3,6.0,Black,Black
74500.0,2023,2950.0,Chevrolet,Camaro ZL1,Gasoline,None reported,Yes,Automatic,6.2,8.0,Red,Gray
78000.0,2017,73000.0,Mercedes-Benz,AMG G 63 Base,Gasoline,At least 1 accident or damage reported,Yes,Automatic,5.5,8.0,White,Black
14900.0,2005,82000.0,Ford,Thunderbird Premium,Gasoline,None reported,Yes,Other,3.9,8.0,Beige,White
38999.0,2019,7874.0,Audi,e-tron Prestige,Unknown,None reported,Unknown,Automatic,3.5,6.0,Gray,White
39750.0,2017,49105.0,GMC,Sierra 1500 SLT,Gasoline,None reported,Yes,Automatic,6.2,8.0,White,Black
40000.0,2023,5500.0,Kia,Telluride LX,Gasoline,None reported,Yes,Automatic,3.8,6.0,Silver,Black
26000.0,2005,36700.0,Chevrolet,Corvette Base,Gasoline,None reported,Yes,Manual,6.0,8.0,Blue,Black
34000.0,2014,40000.0,BMW,650 i,Gasoline,None reported,Yes,Other,4.4,8.0,White,Beige
17500.0,2017,78110.0,Nissan,Rogue SL,Gasoline,Unknown,Unknown,Automatic,2.5,4.0,Silver,Black
19780.0,2015,74864.0,GMC,Acadia Denali,Gasoline,None reported,Yes,Automatic,3.6,6.0,Gray,Beige
93500.0,2021,15350.0,Cadillac,Escalade Premium Luxury Platinum,Gasoline,None reported,Yes,Automatic,6.2,8.0,Black,Black
72999.0,2010,46100.0,Nissan,GT-R Premium,Gasoline,None reported,Yes,Automatic,3.8,6.0,Blue,Black
31000.0,2018,61454.0,Toyota,Highlander XLE,Gasoline,None reported,Yes,Automatic,3.5,6.0,Silver,Gray
54500.0,2020,45241.0,BMW,X7 xDrive40i,Gasoline,None reported,Yes,Automatic,3.0,6.0,Blue,Brown
27000.0,2018,48000.0,INFINITI,QX60 Base,Gasoline,None reported,Yes,CVT,3.5,6.0,Black,Black
18500.0,2010,68500.0,Lexus,IS 250C Base,Gasoline,None reported,Yes,Manual,2.5,6.0,Black,Beige
51899.0,2019,43433.0,GMC,Sierra 1500 Denali,Gasoline,None reported,Unknown,Automatic,5.3,8.0,Black,Other
